"","year","Gender","num","CellType"
"GSM2173894","54yr","male","cell2013","alpha"
"GSM2173895","54yr","male","cell2014","alpha"
"GSM2173896","54yr","male","cell2015","alpha"
"GSM2173897","54yr","male","cell2016","beta"
"GSM2173898","54yr","male","cell2017","alpha"
"GSM2173899","54yr","male","cell2018","ductal"
"GSM2173900","54yr","male","cell2019","beta"
"GSM2173901","54yr","male","cell2020","delta"
"GSM2173902","54yr","male","cell2021","alpha"
"GSM2173903","54yr","male","cell2022","beta"
"GSM2173904","54yr","male","cell2023","alpha"
"GSM2173905","54yr","male","cell2024","alpha"
"GSM2173906","54yr","male","cell2025","ductal"
"GSM2173907","54yr","male","cell2026","alpha"
"GSM2173908","54yr","male","cell2027","alpha"
"GSM2173909","54yr","male","cell2028","beta"
"GSM2173910","54yr","male","cell2029","beta"
"GSM2173912","54yr","male","cell2031","alpha"
"GSM2173913","54yr","male","cell2032","alpha"
"GSM2173914","54yr","male","cell2033","alpha"
"GSM2173915","54yr","male","cell2034","alpha"
"GSM2173916","54yr","male","cell2035","alpha"
"GSM2173917","54yr","male","cell2036","alpha"
"GSM2173918","54yr","male","cell2037","ductal"
"GSM2173919","54yr","male","cell2038","beta"
"GSM2173920","54yr","male","cell2039","beta"
"GSM2173921","54yr","male","cell2040","alpha"
"GSM2173922","54yr","male","cell2041","ductal"
"GSM2173923","54yr","male","cell2042","alpha"
"GSM2173924","54yr","male","cell2043","beta"
"GSM2173925","54yr","male","cell2044","alpha"
"GSM2173926","54yr","male","cell2045","alpha"
"GSM2173927","54yr","male","cell2046","alpha"
"GSM2173928","54yr","male","cell2047","alpha"
"GSM2173929","54yr","male","cell2048","alpha"
"GSM2173930","54yr","male","cell2049","beta"
"GSM2173931","54yr","male","cell2050","alpha"
"GSM2173932","54yr","male","cell2051","alpha"
"GSM2173933","54yr","male","cell2052","beta"
"GSM2173934","54yr","male","cell2053","acinar"
"GSM2173935","54yr","male","cell2054","acinar"
"GSM2173936","54yr","male","cell2055","alpha"
"GSM2173937","54yr","male","cell2056","acinar"
"GSM2173938","54yr","male","cell2057","beta"
"GSM2173939","54yr","male","cell2058","alpha"
"GSM2173940","54yr","male","cell2059","alpha"
"GSM2173941","54yr","male","cell2060","beta"
"GSM2173942","54yr","male","cell2061","alpha"
"GSM2173943","54yr","male","cell2062","beta"
"GSM2173944","54yr","male","cell2063","alpha"
"GSM2173945","54yr","male","cell2064","alpha"
"GSM2173946","54yr","male","cell2065","alpha"
"GSM2173948","54yr","male","cell2067","alpha"
"GSM2173949","54yr","male","cell2068","alpha"
"GSM2173950","54yr","male","cell2069","alpha"
"GSM2173951","54yr","male","cell2070","beta"
"GSM2173952","54yr","male","cell2071","alpha"
"GSM2173953","54yr","male","cell2072","beta"
"GSM2173954","54yr","male","cell2073","alpha"
"GSM2173955","54yr","male","cell2074","acinar"
"GSM2173956","54yr","male","cell2075","alpha"
"GSM2173957","54yr","male","cell2076","alpha"
"GSM2173958","54yr","male","cell2077","alpha"
"GSM2173959","54yr","male","cell2078","acinar"
"GSM2173960","54yr","male","cell2079","alpha"
"GSM2173961","54yr","male","cell2080","alpha"
"GSM2173962","54yr","male","cell2081","beta"
"GSM2173963","54yr","male","cell2082","alpha"
"GSM2173964","54yr","male","cell2083","alpha"
"GSM2173965","54yr","male","cell2084","alpha"
"GSM2173966","54yr","male","cell2085","alpha"
"GSM2173967","54yr","male","cell2086","alpha"
"GSM2173969","54yr","male","cell2088","ductal"
"GSM2173971","54yr","male","cell2090","alpha"
"GSM2173972","54yr","male","cell2091","alpha"
"GSM2173973","54yr","male","cell2092","alpha"
"GSM2173974","54yr","male","cell2093","beta"
"GSM2173975","54yr","male","cell2094","alpha"
"GSM2173976","54yr","male","cell2095","acinar"
"GSM2173977","54yr","male","cell2096","alpha"
"GSM2173978","54yr","male","cell2097","alpha"
"GSM2173979","54yr","male","cell2098","alpha"
"GSM2173980","54yr","male","cell2099","alpha"
"GSM2173981","54yr","male","cell2100","alpha"
"GSM2173982","54yr","male","cell2101","alpha"
"GSM2173983","54yr","male","cell2102","mesenchymal"
"GSM2173984","54yr","male","cell2103","ductal"
"GSM2173985","54yr","male","cell2104","alpha"
"GSM2173986","54yr","male","cell2105","acinar"
"GSM2173987","54yr","male","cell2106","alpha"
"GSM2173988","54yr","male","cell2107","alpha"
"GSM2173989","54yr","male","cell2108","alpha"
"GSM2173990","54yr","male","cell2109","acinar"
"GSM2173991","54yr","male","cell2110","ductal"
"GSM2173992","54yr","male","cell2111","acinar"
"GSM2173993","54yr","male","cell2112","alpha"
"GSM2173994","54yr","male","cell2113","alpha"
"GSM2173995","54yr","male","cell2114","delta"
"GSM2173996","54yr","male","cell2115","alpha"
"GSM2173999","54yr","male","cell2118","beta"
"GSM2174000","54yr","male","cell2119","alpha"
"GSM2174001","54yr","male","cell2120","mesenchymal"
"GSM2174002","54yr","male","cell2121","acinar"
"GSM2174003","54yr","male","cell2122","mesenchymal"
"GSM2174004","54yr","male","cell2123","alpha"
"GSM2174005","54yr","male","cell2124","beta"
"GSM2174006","54yr","male","cell2125","alpha"
"GSM2174007","54yr","male","cell2126","alpha"
"GSM2174008","54yr","male","cell2127","alpha"
"GSM2174009","54yr","male","cell2128","beta"
"GSM2174010","54yr","male","cell2129","alpha"
"GSM2174011","54yr","male","cell2130","alpha"
"GSM2174012","54yr","male","cell2131","alpha"
"GSM2174013","54yr","male","cell2132","alpha"
"GSM2174014","54yr","male","cell2133","alpha"
"GSM2174015","54yr","male","cell2134","alpha"
"GSM2174016","54yr","male","cell2135","alpha"
"GSM2174017","54yr","male","cell2136","alpha"
"GSM2174018","54yr","male","cell2137","alpha"
"GSM2174019","54yr","male","cell2138","alpha"
"GSM2174020","54yr","male","cell2139","alpha"
"GSM2174021","54yr","male","cell2140","alpha"
"GSM2174022","54yr","male","cell2141","alpha"
"GSM2174023","54yr","male","cell2142","acinar"
"GSM2174024","54yr","male","cell2143","alpha"
"GSM2174025","54yr","male","cell2144","alpha"
"GSM2174026","54yr","male","cell2145","alpha"
"GSM2174027","54yr","male","cell2146","acinar"
"GSM2174028","54yr","male","cell2147","acinar"
"GSM2174029","54yr","male","cell2148","mesenchymal"
"GSM2174030","54yr","male","cell2149","alpha"
"GSM2174031","54yr","male","cell2150","alpha"
"GSM2174032","54yr","male","cell2151","alpha"
"GSM2174033","54yr","male","cell2152","beta"
"GSM2174034","54yr","male","cell2153","alpha"
"GSM2174035","54yr","male","cell2154","alpha"
"GSM2174036","54yr","male","cell2155","alpha"
"GSM2174037","54yr","male","cell2156","alpha"
"GSM2174038","54yr","male","cell2157","alpha"
"GSM2174039","54yr","male","cell2158","alpha"
"GSM2174040","54yr","male","cell2159","acinar"
"GSM2174041","54yr","male","cell2160","alpha"
"GSM2174042","54yr","male","cell2161","acinar"
"GSM2174043","54yr","male","cell2162","alpha"
"GSM2174044","54yr","male","cell2163","alpha"
"GSM2174045","54yr","male","cell2164","alpha"
"GSM2174046","54yr","male","cell2165","alpha"
"GSM2174047","54yr","male","cell2166","alpha"
"GSM2174048","54yr","male","cell2167","alpha"
"GSM2174049","54yr","male","cell2168","alpha"
"GSM2174050","54yr","male","cell2169","alpha"
"GSM2174051","54yr","male","cell2170","acinar"
"GSM2174052","54yr","male","cell2171","acinar"
"GSM2174053","54yr","male","cell2172","alpha"
"GSM2174054","54yr","male","cell2173","acinar"
"GSM2174055","54yr","male","cell2174","alpha"
"GSM2174056","54yr","male","cell2175","beta"
"GSM2174057","54yr","male","cell2176","alpha"
"GSM2174058","54yr","male","cell2177","alpha"
"GSM2174059","54yr","male","cell2178","beta"
"GSM2174060","54yr","male","cell2179","beta"
"GSM2174061","54yr","male","cell2180","alpha"
"GSM2174062","54yr","male","cell2181","acinar"
"GSM2174063","54yr","male","cell2182","alpha"
"GSM2174064","54yr","male","cell2183","alpha"
"GSM2174065","54yr","male","cell2184","alpha"
"GSM2174066","54yr","male","cell2185","acinar"
"GSM2174067","54yr","male","cell2186","alpha"
"GSM2174069","54yr","male","cell2188","alpha"
"GSM2174070","54yr","male","cell2189","acinar"
"GSM2174071","54yr","male","cell2190","beta"
"GSM2174072","54yr","male","cell2191","alpha"
"GSM2174073","54yr","male","cell2192","alpha"
"GSM2174076","54yr","male","cell2195","alpha"
"GSM2174077","54yr","male","cell2196","alpha"
"GSM2174078","54yr","male","cell2197","alpha"
"GSM2174079","54yr","male","cell2198","beta"
"GSM2174080","54yr","male","cell2199","beta"
"GSM2174081","54yr","male","cell2200","alpha"
"GSM2174082","54yr","male","cell2201","alpha"
"GSM2174083","54yr","male","cell2202","alpha"
"GSM2174084","54yr","male","cell2203","alpha"
"GSM2174085","54yr","male","cell2204","alpha"
"GSM2174087","54yr","male","cell2206","beta"
"GSM2174088","54yr","male","cell2207","alpha"
"GSM2174089","54yr","male","cell2208","acinar"
"GSM2174090","54yr","male","cell2209","alpha"
"GSM2174091","54yr","male","cell2210","alpha"
"GSM2174092","54yr","male","cell2211","alpha"
"GSM2174093","54yr","male","cell2212","alpha"
"GSM2174094","54yr","male","cell2213","alpha"
"GSM2174095","54yr","male","cell2214","acinar"
"GSM2174096","54yr","male","cell2215","ductal"
"GSM2174097","54yr","male","cell2216","alpha"
"GSM2174098","54yr","male","cell2217","acinar"
"GSM2174099","54yr","male","cell2218","acinar"
"GSM2174100","54yr","male","cell2219","alpha"
"GSM2174101","54yr","male","cell2220","alpha"
"GSM2174102","54yr","male","cell2221","beta"
"GSM2174103","54yr","male","cell2222","beta"
"GSM2174104","54yr","male","cell2223","acinar"
"GSM2174105","54yr","male","cell2224","acinar"
"GSM2174106","54yr","male","cell2225","alpha"
"GSM2174107","54yr","male","cell2226","acinar"
"GSM2174108","54yr","male","cell2227","alpha"
"GSM2174109","54yr","male","cell2228","alpha"
"GSM2174110","54yr","male","cell2229","alpha"
"GSM2174111","54yr","male","cell2230","acinar"
"GSM2174112","54yr","male","cell2231","alpha"
"GSM2174113","54yr","male","cell2232","acinar"
"GSM2174114","54yr","male","cell2233","acinar"
"GSM2174115","54yr","male","cell2234","alpha"
"GSM2174116","54yr","male","cell2235","beta"
"GSM2174117","54yr","male","cell2236","beta"
"GSM2174119","54yr","male","cell2238","alpha"
"GSM2174120","54yr","male","cell2239","alpha"
"GSM2174121","54yr","male","cell2240","alpha"
"GSM2174122","54yr","male","cell2241","alpha"
"GSM2174123","54yr","male","cell2242","alpha"
"GSM2174124","54yr","male","cell2243","alpha"
"GSM2174125","54yr","male","cell2244","beta"
"GSM2174126","54yr","male","cell2245","alpha"
"GSM2174127","54yr","male","cell2246","alpha"
"GSM2174128","54yr","male","cell2247","alpha"
"GSM2174129","54yr","male","cell2248","alpha"
"GSM2174130","54yr","male","cell2249","beta"
"GSM2174131","54yr","male","cell2250","alpha"
"GSM2174132","54yr","male","cell2251","beta"
"GSM2174133","54yr","male","cell2252","alpha"
"GSM2174134","54yr","male","cell2253","alpha"
"GSM2174135","54yr","male","cell2254","alpha"
"GSM2174136","54yr","male","cell2255","alpha"
"GSM2174137","54yr","male","cell2256","alpha"
"GSM2174138","54yr","male","cell2257","acinar"
"GSM2174139","54yr","male","cell2258","ductal"
"GSM2174140","22yr","male","cell2259","alpha"
"GSM2174141","22yr","male","cell2260","acinar"
"GSM2174142","22yr","male","cell2261","delta"
"GSM2174143","22yr","male","cell2262","alpha"
"GSM2174144","22yr","male","cell2263","delta"
"GSM2174145","22yr","male","cell2264","beta"
"GSM2174146","22yr","male","cell2265","alpha"
"GSM2174147","22yr","male","cell2266","alpha"
"GSM2174148","22yr","male","cell2267","beta"
"GSM2174150","22yr","male","cell2269","beta"
"GSM2174151","22yr","male","cell2270","beta"
"GSM2174152","22yr","male","cell2271","mesenchymal"
"GSM2174153","22yr","male","cell2272","beta"
"GSM2174154","22yr","male","cell2273","alpha"
"GSM2174155","22yr","male","cell2274","mesenchymal"
"GSM2174156","22yr","male","cell2275","beta"
"GSM2174157","22yr","male","cell2276","alpha"
"GSM2174158","22yr","male","cell2277","beta"
"GSM2174159","22yr","male","cell2278","alpha"
"GSM2174160","22yr","male","cell2279","alpha"
"GSM2174161","22yr","male","cell2280","beta"
"GSM2174162","22yr","male","cell2281","alpha"
"GSM2174164","22yr","male","cell2283","alpha"
"GSM2174165","22yr","male","cell2284","alpha"
"GSM2174166","22yr","male","cell2285","alpha"
"GSM2174167","22yr","male","cell2286","delta"
"GSM2174168","22yr","male","cell2287","beta"
"GSM2174169","22yr","male","cell2288","alpha"
"GSM2174170","22yr","male","cell2289","beta"
"GSM2174171","22yr","male","cell2290","beta"
"GSM2174172","22yr","male","cell2291","beta"
"GSM2174173","22yr","male","cell2292","beta"
"GSM2174174","22yr","male","cell2293","alpha"
"GSM2174175","22yr","male","cell2294","alpha"
"GSM2174176","22yr","male","cell2295","beta"
"GSM2174177","22yr","male","cell2296","beta"
"GSM2174179","22yr","male","cell2298","alpha"
"GSM2174181","22yr","male","cell2300","alpha"
"GSM2174182","22yr","male","cell2301","beta"
"GSM2174185","22yr","male","cell2304","delta"
"GSM2174186","22yr","male","cell2305","alpha"
"GSM2174187","22yr","male","cell2306","delta"
"GSM2174188","22yr","male","cell2307","alpha"
"GSM2174189","22yr","male","cell2308","mesenchymal"
"GSM2174190","22yr","male","cell2309","beta"
"GSM2174191","22yr","male","cell2310","alpha"
"GSM2174192","22yr","male","cell2311","alpha"
"GSM2174193","22yr","male","cell2312","alpha"
"GSM2174194","22yr","male","cell2313","beta"
"GSM2174195","22yr","male","cell2314","beta"
"GSM2174196","22yr","male","cell2315","beta"
"GSM2174197","22yr","male","cell2316","delta"
"GSM2174198","22yr","male","cell2317","beta"
"GSM2174199","22yr","male","cell2318","acinar"
"GSM2174200","22yr","male","cell2319","ductal"
"GSM2174201","22yr","male","cell2320","beta"
"GSM2174202","22yr","male","cell2321","alpha"
"GSM2174204","22yr","male","cell2323","beta"
"GSM2174205","22yr","male","cell2324","beta"
"GSM2174207","22yr","male","cell2326","beta"
"GSM2174208","22yr","male","cell2327","alpha"
"GSM2174209","22yr","male","cell2328","beta"
"GSM2174210","22yr","male","cell2329","mesenchymal"
"GSM2174211","22yr","male","cell2330","alpha"
"GSM2174213","22yr","male","cell2332","beta"
"GSM2174214","22yr","male","cell2333","alpha"
"GSM2174215","22yr","male","cell2334","beta"
"GSM2174216","22yr","male","cell2335","delta"
"GSM2174217","22yr","male","cell2336","beta"
"GSM2174218","22yr","male","cell2337","alpha"
"GSM2174219","22yr","male","cell2338","alpha"
"GSM2174220","22yr","male","cell2339","acinar"
"GSM2174221","22yr","male","cell2340","alpha"
"GSM2174222","22yr","male","cell2341","alpha"
"GSM2174223","22yr","male","cell2342","alpha"
"GSM2174224","22yr","male","cell2343","beta"
"GSM2174225","22yr","male","cell2344","delta"
"GSM2174226","22yr","male","cell2345","alpha"
"GSM2174227","22yr","male","cell2346","alpha"
"GSM2174228","22yr","male","cell2347","alpha"
"GSM2174229","22yr","male","cell2348","beta"
"GSM2174230","22yr","male","cell2349","acinar"
"GSM2174231","22yr","male","cell2350","beta"
"GSM2174232","22yr","male","cell2351","alpha"
"GSM2174233","22yr","male","cell2352","alpha"
"GSM2174235","22yr","male","cell2354","alpha"
"GSM2174236","22yr","male","cell2355","alpha"
"GSM2174237","22yr","male","cell2356","alpha"
"GSM2174238","22yr","male","cell2357","beta"
"GSM2174239","22yr","male","cell2358","alpha"
"GSM2174240","22yr","male","cell2359","alpha"
"GSM2174241","22yr","male","cell2360","beta"
"GSM2174242","22yr","male","cell2361","beta"
"GSM2174243","22yr","male","cell2362","alpha"
"GSM2174244","22yr","male","cell2363","alpha"
"GSM2174245","22yr","male","cell2364","alpha"
"GSM2174246","22yr","male","cell2365","mesenchymal"
"GSM2174247","22yr","male","cell2366","beta"
"GSM2174249","22yr","male","cell2368","beta"
"GSM2174250","22yr","male","cell2369","alpha"
"GSM2174251","22yr","male","cell2370","alpha"
"GSM2174252","22yr","male","cell2371","ductal"
"GSM2174253","22yr","male","cell2372","beta"
"GSM2174254","22yr","male","cell2373","alpha"
"GSM2174255","22yr","male","cell2374","beta"
"GSM2174256","22yr","male","cell2375","alpha"
"GSM2174257","22yr","male","cell2376","alpha"
"GSM2174258","22yr","male","cell2377","alpha"
"GSM2174259","22yr","male","cell2378","beta"
"GSM2174260","22yr","male","cell2379","alpha"
"GSM2174261","22yr","male","cell2380","beta"
"GSM2174262","22yr","male","cell2381","beta"
"GSM2174263","22yr","male","cell2382","beta"
"GSM2174264","22yr","male","cell2383","alpha"
"GSM2174265","22yr","male","cell2384","beta"
"GSM2174268","22yr","male","cell2387","beta"
"GSM2174269","22yr","male","cell2388","delta"
"GSM2174270","22yr","male","cell2389","beta"
"GSM2174271","22yr","male","cell2390","acinar"
"GSM2174272","22yr","male","cell2391","alpha"
"GSM2174273","22yr","male","cell2392","alpha"
"GSM2174274","22yr","male","cell2393","alpha"
"GSM2174275","22yr","male","cell2394","alpha"
"GSM2174276","22yr","male","cell2395","beta"
"GSM2174278","22yr","male","cell2397","alpha"
"GSM2174279","22yr","male","cell2398","alpha"
"GSM2174280","22yr","male","cell2399","alpha"
"GSM2174281","22yr","male","cell2400","beta"
"GSM2174282","22yr","male","cell2401","beta"
"GSM2174283","22yr","male","cell2402","beta"
"GSM2174284","22yr","male","cell2403","alpha"
"GSM2174285","22yr","male","cell2404","beta"
"GSM2174286","22yr","male","cell2405","alpha"
"GSM2174287","22yr","male","cell2406","alpha"
"GSM2174288","22yr","male","cell2407","alpha"
"GSM2174289","22yr","male","cell2408","beta"
"GSM2174290","22yr","male","cell2409","alpha"
"GSM2174291","22yr","male","cell2410","alpha"
"GSM2174293","22yr","male","cell2412","alpha"
"GSM2174294","22yr","male","cell2413","beta"
"GSM2174295","22yr","male","cell2414","alpha"
"GSM2174296","22yr","male","cell2415","beta"
"GSM2174297","22yr","male","cell2416","alpha"
"GSM2174298","22yr","male","cell2417","alpha"
"GSM2174299","22yr","male","cell2418","beta"
"GSM2174300","22yr","male","cell2419","acinar"
"GSM2174301","22yr","male","cell2420","alpha"
"GSM2174302","22yr","male","cell2421","ductal"
"GSM2174303","22yr","male","cell2422","alpha"
"GSM2174304","22yr","male","cell2423","alpha"
"GSM2174305","22yr","male","cell2424","beta"
"GSM2174307","22yr","male","cell2426","beta"
"GSM2174308","22yr","male","cell2427","alpha"
"GSM2174309","22yr","male","cell2428","beta"
"GSM2174310","22yr","male","cell2429","beta"
"GSM2174312","22yr","male","cell2431","ductal"
"GSM2174313","22yr","male","cell2432","beta"
"GSM2174314","22yr","male","cell2433","alpha"
"GSM2174315","22yr","male","cell2434","mesenchymal"
"GSM2174316","22yr","male","cell2435","beta"
"GSM2174317","22yr","male","cell2436","acinar"
"GSM2174318","22yr","male","cell2437","alpha"
"GSM2174319","22yr","male","cell2438","acinar"
"GSM2174320","22yr","male","cell2439","alpha"
"GSM2174321","22yr","male","cell2440","alpha"
"GSM2174322","22yr","male","cell2441","alpha"
"GSM2174323","22yr","male","cell2442","delta"
"GSM2174324","22yr","male","cell2443","beta"
"GSM2174325","22yr","male","cell2444","beta"
"GSM2174326","22yr","male","cell2445","beta"
"GSM2174327","22yr","male","cell2446","alpha"
"GSM2174328","22yr","male","cell2447","alpha"
"GSM2174329","22yr","male","cell2448","alpha"
"GSM2174330","22yr","male","cell2449","alpha"
"GSM2174331","22yr","male","cell2450","alpha"
"GSM2174332","22yr","male","cell2451","alpha"
"GSM2174333","22yr","male","cell2452","alpha"
"GSM2174334","22yr","male","cell2453","alpha"
"GSM2174335","22yr","male","cell2454","alpha"
"GSM2174336","22yr","male","cell2455","beta"
"GSM2174337","22yr","male","cell2456","alpha"
"GSM2174338","22yr","male","cell2457","alpha"
"GSM2174340","22yr","male","cell2459","alpha"
"GSM2174341","22yr","male","cell2460","alpha"
"GSM2174342","22yr","male","cell2461","alpha"
"GSM2174343","22yr","male","cell2462","beta"
"GSM2174344","22yr","male","cell2463","alpha"
"GSM2174345","22yr","male","cell2464","alpha"
"GSM2174346","22yr","male","cell2465","beta"
"GSM2174347","22yr","male","cell2466","beta"
"GSM2174348","22yr","male","cell2467","alpha"
"GSM2174349","22yr","male","cell2468","alpha"
"GSM2174350","22yr","male","cell2469","alpha"
"GSM2174352","22yr","male","cell2471","beta"
"GSM2174353","22yr","male","cell2472","alpha"
"GSM2174354","22yr","male","cell2473","alpha"
"GSM2174356","22yr","male","cell2475","beta"
"GSM2174358","22yr","male","cell2477","beta"
"GSM2174359","22yr","male","cell2478","beta"
"GSM2174360","22yr","male","cell2479","beta"
"GSM2174361","22yr","male","cell2480","alpha"
"GSM2174362","22yr","male","cell2481","alpha"
"GSM2174363","22yr","male","cell2482","alpha"
"GSM2174364","22yr","male","cell2483","alpha"
"GSM2174365","22yr","male","cell2484","alpha"
"GSM2174366","22yr","male","cell2485","alpha"
"GSM2174367","22yr","male","cell2486","alpha"
"GSM2174368","22yr","male","cell2487","beta"
"GSM2174369","22yr","male","cell2488","delta"
"GSM2174370","22yr","male","cell2489","beta"
"GSM2174371","22yr","male","cell2490","alpha"
"GSM2174372","22yr","male","cell2491","alpha"
"GSM2174373","22yr","male","cell2492","alpha"
"GSM2174374","22yr","male","cell2493","alpha"
"GSM2174375","22yr","male","cell2494","delta"
"GSM2174376","22yr","male","cell2495","beta"
"GSM2174377","22yr","male","cell2496","alpha"
"GSM2174378","22yr","male","cell2497","alpha"
"GSM2174379","22yr","male","cell2498","beta"
"GSM2174380","22yr","male","cell2499","alpha"
"GSM2174381","22yr","male","cell2500","beta"
"GSM2174382","22yr","male","cell2501","acinar"
"GSM2174383","22yr","male","cell2502","beta"
"GSM2174384","22yr","male","cell2503","alpha"
"GSM2174385","22yr","male","cell2504","alpha"
"GSM2174386","22yr","male","cell2505","beta"
"GSM2174388","22yr","male","cell2507","acinar"
"GSM2174389","22yr","male","cell2508","beta"
"GSM2174390","22yr","male","cell2509","beta"
"GSM2174391","22yr","male","cell2510","alpha"
"GSM2174392","22yr","male","cell2511","alpha"
"GSM2174393","22yr","male","cell2512","alpha"
"GSM2174395","22yr","male","cell2514","delta"
"GSM2174396","22yr","male","cell2515","alpha"
"GSM2174397","22yr","male","cell2516","alpha"
"GSM2174398","22yr","male","cell2517","alpha"
"GSM2174399","22yr","male","cell2518","alpha"
"GSM2174400","22yr","male","cell2519","alpha"
"GSM2174401","22yr","male","cell2520","delta"
"GSM2174403","22yr","male","cell2522","beta"
"GSM2174404","22yr","male","cell2523","alpha"
"GSM2174406","22yr","male","cell2525","beta"
"GSM2174407","22yr","male","cell2526","beta"
"GSM2174408","22yr","male","cell2527","beta"
"GSM2174409","22yr","male","cell2528","alpha"
"GSM2174410","22yr","male","cell2529","ductal"
"GSM2174411","22yr","male","cell2530","alpha"
"GSM2174412","22yr","male","cell2531","alpha"
"GSM2174413","22yr","male","cell2532","alpha"
"GSM2174416","22yr","male","cell2535","beta"
"GSM2174417","22yr","male","cell2536","beta"
"GSM2174418","22yr","male","cell2537","alpha"
"GSM2174419","22yr","male","cell2538","alpha"
"GSM2174420","22yr","male","cell2539","alpha"
"GSM2174422","22yr","male","cell2541","beta"
"GSM2174423","22yr","male","cell2542","mesenchymal"
"GSM2174424","22yr","male","cell2543","alpha"
"GSM2174425","22yr","male","cell2544","alpha"
